HS10,HS-Reformatted,HS10-Description,ANZSIC06,Level 2 ANZSIC06,Level 2 ANZSIC06 description,Standard sector number,Standard sector description,HS4,HS4 description
0810.90.00.31,0810900031,"Fruit, edible; feijoas, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.40,0810900040,"Fruit, edible; tamarillos, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.41,0810900041,"Fruit, edible; persimmons, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.50,0810900050,"Fruit, edible; feijoas, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.55,0810900055,"Fruit, edible; kiwiberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.59,0810900059,"Fruit, edible; fresh, n.e.s. in heading no, 0801 to 0810",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.60,0810900060,"Fruit, edible; persimmons, fresh",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.70,0810900070,"Fruit, edible; fresh, pepinos (Solanum muricatum)",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.89,0810900089,"Fruit, edible; white or red currants and gooseberries, fresh",A013300,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.90,0810900090,"Fruit, edible; fresh, n.e.c. in heading no. 0801 to 0810",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0810.90.00.91,0810900091,"Fruit, edible; fresh, n.e.c. in heading no. 0801 to 0810",A013900,A01,Agriculture,1,"Agriculture, forestry & fishing",0810,Fruit nec
0811.10.01.00,0811100100,"Fruit, edible; strawberries, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.10.09.00,0811100900,"Fruit, edible; strawberries, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.20.01.00,0811200100,"Fruit, edible; raspberries, blackberries, mulberries, loganberries, gooseberries, all currants, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.20.09.01,0811200901,"Fruit, edible; raspberries, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.20.09.11,0811200911,"Fruit, edible; uncooked or cooked, not containing added sugar or other sweetening matter, blackcurrants, concentrate",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.20.09.21,0811200921,"Fruit, edible; uncooked or cooked, not containing added sugar or other sweetening matter, blackcurrants, individually quick frozen",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.20.09.29,0811200929,"Fruit, edible; uncooked or cooked, not containing added sugar or other sweetening matter, blackcurrants, other than concentrate or individually quick frozen",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.20.09.39,0811200939,"Fruit, edible; blackberries, mulberries, loganberries, white or red currants, gooseberries, uncooked or cooked, not containing added sugar or other sweetening matter, not raspberries or blackcurrants",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.01.00,0811900100,"Fruit, edible; passionfruit, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.01,0811900901,"Fruit, edible; apples, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.09,0811900909,"Fruit, edible; apricots, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.11,0811900911,"Fruit, edible; berry fruit n.e.c. in heading no. 0811, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.19,0811900919,"Fruit, edible; fruit salad, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.21,0811900921,"Fruit, edible; peaches, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.29,0811900929,"Fruit, edible; pears, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.31,0811900931,"Fruit, edible; plums, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.39,0811900939,"Fruit, edible; guavas, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.41,0811900941,"Fruit, edible; oranges, tangerines and mandarins, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.49,0811900949,"Fruit, edible; papaws, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.51,0811900951,"Fruit, edible; prunes, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.09.59,0811900959,"Fruit, edible; fruit n.e.c. in heading no. 0811, frozen, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.11.00,0811901100,"Fruit, edible; passionfruit, frozen, uncooked or cooked by steaming or boiling in water, not containing added sugar or other sweetening matter",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.19.02,0811901902,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, concentrate",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.19.12,0811901912,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, individually quick frozen",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.19.18,0811901918,"Fruit, edible; fruit and nuts n.e.c. in item no. 0811.90, cooked or uncooked, frozen, not containing added sugar or other colouring matter, boysenberries, other than concentrate or individually quick frozen",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.19.31,0811901931,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, blueberries, individually quick frozen",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.19.39,0811901939,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, blueberries, other than concentrate or individually quick frozen",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.19.41,0811901941,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, kiwifruit",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0811.90.19.49,0811901949,"Fruit, edible; cooked or uncooked, frozen, no added sugar or other sweetening matter, other than boysenberries, blueberries or kiwifruit",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0811,Frozen fruit and nuts
0812.10.00.00,0812100000,"Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0812,Provisionally preserved fruit and nuts
0812.90.00.20,0812900020,"Nuts, edible; nuts n.e.c. in heading no. 0812, provisionally preserved but unsuitable in that state for immediate consumption",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0812,Provisionally preserved fruit and nuts
0812.90.00.90,0812900090,"Fruit, edible; fruit n.e.c. in heading no. 0812, provisionally preserved but unsuitable in that state for immediate consumption",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0812,Provisionally preserved fruit and nuts
0813.10.00.00,0813100000,"Fruit, edible; apricots, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0813,Dried fruit
0813.20.00.00,0813200000,"Fruit, edible; prunes, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0813,Dried fruit
0813.30.00.00,0813300000,"Fruit, edible; apples, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0813,Dried fruit
0813.40.00.01,0813400001,"Fruit, edible; peaches, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0813,Dried fruit
0813.40.00.09,0813400009,"Fruit, edible; other than heading no. 0801 to 0806 and 0813, dried",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0813,Dried fruit
0813.50.00.00,0813500000,"Nuts, edible; mixtures of nuts or dried fruits of chapter 08",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0813,Dried fruit
0814.00.01.00,0814000100,"Peel; of lemon, fresh, frozen, dried or provisionally preserved in brine, sulphur water or other preservative solutions",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0814,Citrus or melon peel
0814.00.09.00,0814000900,"Peel; of citrus fruit (excluding lemons) or melon peel (including watermelon), fresh, frozen, dried or provisionally preserved in brine, sulphur water or other preservative solution",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0814,Citrus or melon peel
0901.11.00.00,0901110000,Coffee; not roasted or decaffeinated,A015900,A01,Agriculture,1,"Agriculture, forestry & fishing",0901,Coffee
0901.12.00.00,0901120000,"Coffee; decaffeinated, not roasted",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0901,Coffee
0901.21.00.00,0901210000,"Coffee; roasted, not decaffeinated",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0901,Coffee
0901.22.00.00,0901220000,"Coffee; roasted, decaffeinated",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0901,Coffee
0901.90.10.00,0901901000,Coffee; husks and skins,C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0901,Coffee
0901.90.90.00,0901909000,Coffee; coffee substitutes containing coffee in any proportion,C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0901,Coffee
0902.10.00.01,0902100001,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg, in packages of 2kg net weight or more",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0902,Tea
0902.10.00.09,0902100009,"Tea, green; (not fermented), in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0902,Tea
0902.20.00.00,0902200000,"Tea, green; (not fermented), in immediate packings of a content exceeding 3kg",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0902,Tea
0902.30.00.01,0902300001,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg, in packages of 2kg net weight or more",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0902,Tea
0902.30.00.09,0902300009,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3kg, other than in packages of 2kg net weight or more",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0902,Tea
0902.40.00.00,0902400000,"Tea, black; (fermented) and partly fermented tea, in immediate packings of a content exceeding 3kg",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0902,Tea
0903.00.00.00,0903000000,Mate,C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0903,Mate
0904.11.00.00,0904110000,"Spices; pepper (of the genus piper), neither crushed nor ground",A015900,A01,Agriculture,1,"Agriculture, forestry & fishing",0904,Peppers and capsicums
0904.12.00.00,0904120000,"Spices; pepper (of the genus piper), crushed or ground",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0904,Peppers and capsicums
0904.20.01.00,0904200100,"Spices; fruits of the genus capsicum or pimenta, dried, neither crushed nor ground",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0904,Peppers and capsicums
0904.20.09.00,0904200900,"Spices; fruits of the genus capsicum or pimenta, dried, crushed or ground",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0904,Peppers and capsicums
0904.21.00.00,0904210000,"Spices; fruits of the genus Capsicum or Pimenta, dried, neither crushed nor ground",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0904,Peppers and capsicums
0904.22.00.00,0904220000,"Spices; fruits of the genus Capsicum or Pimenta, crushed or ground",C114000,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0904,Peppers and capsicums
0905.00.00.02,0905000002,"Spices; vanilla, neither crushed nor ground",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0905,Vanilla
0905.00.00.09,0905000009,"Spices; vanilla, crushed or ground",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0905,Vanilla
0905.10.00.00,0905100000,"Spices; vanilla, neither crushed nor ground",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0905,Vanilla
0905.20.00.00,0905200000,"Spices; vanilla, crushed or ground",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0905,Vanilla
0906.10.00.00,0906100000,"Spices; cinnamon and cinnamon-tree flowers, neither crushed nor ground",A015900,A01,Agriculture,1,"Agriculture, forestry & fishing",0906,Cinnamon
0906.11.00.00,0906110000,"Spices; cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",A015900,A01,Agriculture,1,"Agriculture, forestry & fishing",0906,Cinnamon
0906.19.00.00,0906190000,"Spices; cinnamon and cinnamon-tree flowers, other than cinnamon (Cinnamomum zeylanicum Blume), neither crushed nor ground",A015900,A01,Agriculture,1,"Agriculture, forestry & fishing",0906,Cinnamon
0906.20.00.00,0906200000,"Spices; cinnamon and cinnamon-tree flowers, crushed or ground",C119900,C11,Food Product Manufacturing,4,Food & beverage manufacturing,0906,Cinnamon
